Movie_name,Top_genres,Release_Date,tconst,capped_profit,Successful,role_1,role_2,role_3,role_4,role_1_birth_year,role_2_birth_year,role_3_birth_year,role_4_birth_year,role_1_roles_count,role_2_roles_count,role_3_roles_count,role_4_roles_count,role_1_sex,role_2_sex,role_3_sex,role_4_sex
Time of the Gypsies,Drama,1988,tt0097223,0.0,4.9,nm0241131,nm0865392,nm0012557,nm0368107,1969,1929,1924,\N,15.0,74.0,5.0,5.0,M,M,F,M
The Egyptian,Drama,1954,tt0046949,-6612742.08566108,4.4,nm0001739,nm0001514,nm0000074,nm0928697,1929,1913,1920,1912,61.0,48.0,33.0,30.0,F,M,F,M
The Odessa File,Drama,1974,tt0071935,0.0,4.7,nm0000685,nm0001703,nm0770730,nm0848693,1938,1930,1926,1950,74.0,106.0,85.0,39.0,M,M,F,F
They All Laughed,Drama,1981,tt0083189,0.0,4.5,nm0000030,nm0001262,nm0361039,nm0000615,1929,1930,1956,1948,25.0,200.0,2.0,395.0,F,M,F,M
The Waiting City,Drama,2009,tt1270850,0.0,4.5,nm0593664,nm0249291,nm1589782,nm1456970,1973,1974,1975,1985,89.0,66.0,55.0,58.0,F,M,M,F
Squadron Leader X,Drama,1943,tt0035374,0.0,4.8,nm0692439,nm0245304,nm0280406,nm0588918,1901,1911,1896,1899,32.0,48.0,17.0,7.0,M,F,M,M
Little Boy Lost,Drama,1953,tt0046003,11609286.614221303,4.8,nm0001078,nm0202405,nm0288215,nm0234264,1903,1903,1942,1880,80.0,108.0,13.0,31.0,M,M,M,F
The Lady from Shanghai,Drama,1947,tt0040525,-24389392.310563643,4.3,nm0000028,nm0000080,nm0806041,nm0026011,1918,1915,1909,1889,44.0,98.0,145.0,5.0,F,M,M,M
Storm catcher,Drama,1999,tt0179477,0.0,4.0,nm0000185,nm0164318,nm0672072,nm0583951,1957,1966,1966,1942,89.0,63.0,4.0,101.0,M,M,M,M
Skin Deep,Drama,1995,tt0111211,0.0,4.2,nm0111935,nm0187128,nm0312649,nm0394654,\N,\N,\N,\N,8.0,2.0,3.0,1.0,F,M,M,M
The Great Flamarion,Drama,1945,tt0037749,0.0,4.6,nm0002233,nm0400794,nm0002053,nm0054093,1885,1919,1907,1918,44.0,51.0,112.0,10.0,M,F,M,M
The Hills Have Eyes 2,Drama,2007,tt0800069,11609286.614221303,4.5,nm0022161,nm0889846,nm0809344,nm2103974,\N,1971,1957,\N,84.0,62.0,14.0,1.0,F,M,M,F
Old Joy,Drama,2006,tt0468526,-52431.712798974826,4.6,nm0518687,nm0646165,nm1302444,nm1675910,1973,1970,\N,\N,20.0,22.0,3.0,1.0,M,M,F,F
A Ticklish Affair,Drama,1963,tt0057583,0.0,4.4,nm0429250,nm0949574,nm0000999,nm0427700,1934,1913,1919,1930,146.0,69.0,51.0,886.0,F,M,M,F
Quadrophenia,Drama,1979,tt0079766,0.0,4.7,nm0200057,nm0038650,nm0205289,nm0935047,1958,1960,1953,1961,59.0,82.0,98.0,155.0,M,F,M,M
Love Letter,Drama,1995,tt0113703,0.0,4.9,nm0620421,nm0870317,nm0359149,nm0793989,1970,1962,1948,1942,36.0,62.0,11.0,2.0,F,M,F,M
North by Northwest,Drama,1959,tt0053125,11609286.614221303,5.1,nm0000026,nm0001693,nm0000051,nm0484829,1904,1924,1909,1896,67.0,58.0,139.0,19.0,M,F,M,F
Lucien Brouillard,Drama,1983,tt0085874,0.0,4.4,nm0193629,nm0087948,nm0863018,nm0767872,1946,1939,1949,\N,37.0,6.0,16.0,6.0,M,M,F,M
Satan in High Heels,Drama,1962,tt0138075,0.0,4.4,nm0617003,nm0355621,nm0444725,nm0951078,1934,1922,1909,1932,2.0,478.0,11.0,5.0,F,F,M,M
Cruel Intentions,Drama,1999,tt0139134,11609286.614221303,4.8,nm0001264,nm0000202,nm0000702,nm0004757,1977,1974,1976,1972,307.0,100.0,106.0,134.0,F,M,F,F
The Last Day of Summer,Drama,1958,tt0052037,0.0,4.6,nm0489665,nm0532701,,,1925,1928,,,5.0,26.0,,,F,M,,
Homeward Bound II: Lost in San Francisco,Drama,1996,tt0116552,0.0,4.4,nm0000150,nm0000398,nm0906627,nm0584279,1961,1946,1928,1944,279.0,291.0,229.0,3.0,M,F,M,M
My Brilliant Career,Drama,1979,tt0079596,0.0,4.7,nm0001114,nm0000554,nm0400998,nm0344188,1955,1947,1952,1950,86.0,175.0,52.0,220.0,F,M,F,M
Mockingbird Don't Sing,Drama,2001,tt0273822,0.0,4.5,nm0259805,nm0503627,nm0005344,nm0000707,1970,1941,1949,1959,27.0,54.0,111.0,97.0,F,M,M,F
Dirt Merchant,Drama,1999,tt0164018,0.0,4.0,nm0005194,nm0004910,nm0217936,nm0004748,1976,1974,1971,1972,309.0,90.0,88.0,152.0,M,M,M,F
His Private Secretary,Drama,1933,tt0024124,0.0,4.3,nm0460477,nm0000078,nm0055275,nm0290066,1906,1907,1866,1867,36.0,133.0,2.0,50.0,F,M,M,M
Remember the Day,Drama,1941,tt0034092,0.0,4.7,nm0001055,nm0668361,nm0791805,nm0002896,1903,1912,1907,1931,62.0,137.0,49.0,59.0,F,M,M,F
The Last Temptation of Christ,Drama,1988,tt0095497,2749719.5193361994,4.8,nm0000353,nm0000172,nm0001347,nm8109205,1955,1939,1948,1955,106.0,120.0,103.0,2.0,M,M,F,M
Without Warning!,Drama,1952,tt0045334,0.0,4.6,nm0929965,nm0709649,nm0083081,nm0911966,1922,1926,1916,1917,24.0,7.0,109.0,18.0,M,F,M,M
"It Is Not the Homosexual Who Is Perverse, But the Society in Which He Lives",Drama,1971,tt0066136,0.0,4.6,nm0275405,nm1072621,nm0473699,nm1118021,\N,\N,1933,\N,1.0,3.0,1.0,2.0,M,M,M,M
Flickering Lights,Drama,2000,tt0236027,0.0,4.8,nm0683587,nm0860947,nm0586568,nm0509263,1955,1963,1965,1973,61.0,123.0,97.0,78.0,M,M,M,M
Human Desire,Drama,1954,tt0047101,0.0,4.7,nm0001229,nm0002108,nm0002024,nm0118000,1916,1923,1911,1903,123.0,35.0,106.0,374.0,M,F,M,M
Overboard,Drama,1987,tt0093693,11609286.614221303,4.8,nm0000443,nm0000621,nm0001346,nm0001340,1945,1951,1943,1929,34.0,113.0,112.0,50.0,F,M,M,F
Julien Donkey-Boy,Drama,1999,tt0192194,114017.08363800088,4.6,nm0001971,nm0279918,nm0001721,nm0001348,1972,\N,\N,1942,82.0,2.0,134.0,26.0,M,M,F,M
Dhoom,Drama,2004,tt0422091,-1880018.97114621,4.5,nm0045393,nm1303433,nm0159167,nm0219968,1976,1972,1973,1981,75.0,68.0,10.0,24.0,M,M,M,F
Never Let Me Go,Drama,2010,tt1334260,-3789515.7375805695,4.6,nm0461136,nm1659547,nm1940449,nm3505032,1985,1985,1983,1996,48.0,30.0,35.0,2.0,F,F,M,F
Slackistan,Drama,2010,tt1539042,0.0,4.3,nm3776832,nm3776797,nm2580980,nm3775612,\N,\N,1986,\N,1.0,1.0,15.0,5.0,F,M,M,F
The Bribe,Drama,1949,tt0041207,0.0,4.6,nm0001791,nm0001257,nm0001452,nm0001637,1911,1922,1899,1911,159.0,44.0,47.0,172.0,M,F,M,M
The King is Alive,Drama,2000,tt0208911,0.0,4.5,nm0027215,nm0001960,nm0103195,nm0129464,\N,1973,1942,1946,36.0,90.0,99.0,87.0,M,F,M,M
Lonesome Jim,Drama,2005,tt0385056,211913.972993386,4.6,nm0000729,nm0000239,nm0005316,nm0180984,1975,1977,1947,1969,33.0,56.0,510.0,183.0,M,F,F,M
A Ring of Endless Light,Drama,2002,tt0282123,0.0,4.4,nm0059215,nm0581365,nm0655585,nm0690125,1986,1983,1982,1988,150.0,60.0,405.0,4.0,F,M,M,F
A View to a Kill,Drama,1985,tt0090264,11609286.614221303,4.7,nm0000549,nm0000686,nm0000617,nm0005063,1927,1943,1949,1948,225.0,80.0,44.0,7.0,M,M,F,F
Career,Drama,1959,tt0052673,0.0,4.6,nm0001509,nm0290047,nm0000511,nm0427700,1917,1928,1934,1930,52.0,151.0,75.0,886.0,M,M,F,F
Piranha 3DD,Drama,2012,tt1714203,3602411.5364380656,4.0,nm1263939,nm0000609,nm0001327,nm1926948,1987,1959,1952,\N,242.0,85.0,389.0,22.0,F,M,M,M
The Hottest State,Drama,2006,tt0496319,0.0,4.4,nm0916406,nm1503432,nm0001473,nm2227898,1980,1981,1964,1983,34.0,40.0,159.0,7.0,M,F,F,M
Lake City,Drama,2008,tt0875705,13948.909141014772,4.4,nm0000651,nm1151921,nm1615826,nm2467824,1949,\N,\N,\N,58.0,6.0,9.0,1.0,F,M,F,F
Kill the Poor,Drama,2003,tt0365407,0.0,4.3,nm0068755,nm1372616,nm0122688,nm0129538,1972,\N,1975,1959,14.0,8.0,49.0,18.0,F,M,F,M
The Circuit,Drama,2002,tt0309452,0.0,4.0,nm0344603,nm0312768,nm0453671,nm0453498,1960,1964,\N,\N,41.0,164.0,1.0,3.0,M,M,M,M
Ustaad,Drama,1999,tt0255664,0.0,4.5,nm0482320,nm0881285,nm0408548,nm4624385,1960,1982,1977,\N,267.0,10.0,1968.0,5.0,M,F,F,M
Fellini's Casanova,Drama,1976,tt0074291,0.0,5.2,nm0000661,nm0042106,nm0114978,nm0769273,1935,1946,1920,1933,214.0,28.0,2.0,11.0,M,F,F,F
Delta Heat,Drama,1992,tt0104080,0.0,4.2,nm0000381,nm0000448,nm0751018,nm0231858,1962,1940,1963,\N,230.0,225.0,16.0,4.0,M,M,F,F
Live Flesh,Drama,1997,tt0118819,2527075.373692244,4.8,nm0704721,nm0626202,nm0000849,nm0596807,1975,1964,1969,1955,15.0,21.0,48.0,164.0,M,F,M,F
A Generation,Drama,1955,tt0048500,0.0,4.7,nm0518591,nm0595338,nm0417361,nm0658879,1927,1928,1926,1912,57.0,10.0,17.0,8.0,M,F,M,M
Searching for Bobby Fischer,Drama,1993,tt0108065,0.0,4.7,nm0001505,nm0001426,nm0690051,nm0000260,1947,1943,1984,1956,413.0,149.0,3.0,47.0,M,M,M,F
Puzzle,Drama,2010,tt1517238,0.0,4.6,nm1404505,nm0324813,nm0324496,nm0871491,1966,1959,1944,1937,36.0,355.0,19.0,3.0,F,M,M,F
The Bigamist,Drama,1953,tt0045557,0.0,4.6,nm0000021,nm0526946,nm0350324,nm0639529,1917,1918,1877,1915,57.0,127.0,67.0,175.0,F,F,M,M
The Letter,Drama,1940,tt0032701,0.0,4.8,nm0000012,nm0003339,nm0827263,nm0408586,1908,1890,1889,1901,99.0,64.0,13.0,20.0,F,M,M,F
Lenny,Drama,1974,tt0071746,0.0,4.8,nm0000163,nm0674781,nm0591149,nm0065282,1937,1943,1917,1936,72.0,24.0,10.0,2.0,M,F,F,M
Chirutha,Drama,2007,tt1105721,0.0,4.3,nm2776304,nm2777281,nm0695177,nm0896573,1985,1987,1965,1962,21.0,33.0,212.0,110.0,M,F,M,M
Another Way,Drama,1982,tt0083872,0.0,4.7,nm0417762,nm0843772,nm0472166,nm0027984,1951,1953,1924,1948,40.0,39.0,53.0,53.0,F,F,M,M
Bhakthajanangalude Sradhakku,Drama,2011,tt4888008,0.0,4.2,nm0534858,nm1411548,nm0889150,nm0542343,1984,\N,1966,1971,34.0,23.0,493.0,71.0,F,M,F,M
A Song to Remember,Drama,1945,tt0038104,0.0,4.6,nm0612847,nm0643353,nm0664273,nm0001225,1895,1911,1912,1924,25.0,39.0,47.0,87.0,M,F,M,F
Who Am I?,Drama,1998,tt0127357,11609286.614221303,4.8,nm0000329,nm0274255,nm0945457,nm0806822,1954,1973,1974,1949,94.0,2.0,7.0,17.0,M,F,F,M
Without a Trace,Drama,1983,tt0086593,0.0,4.7,nm0625075,nm0002139,nm0241232,nm0000330,1950,1935,1945,1944,49.0,379.0,53.0,157.0,F,M,M,F
Two Arabian Knights,Drama,1927,tt0018515,0.0,4.6,nm0101955,nm0000802,nm0938464,nm0445246,1895,1906,1880,1899,136.0,97.0,16.0,46.0,M,F,M,M
The Runner Stumbles,Drama,1979,tt0079831,0.0,4.5,nm0001813,nm0000599,nm0822972,nm0001961,1925,1954,1925,1904,439.0,114.0,49.0,51.0,M,F,F,M
Behind Locked Doors,Drama,1948,tt0040153,0.0,4.6,nm0107082,nm0137999,nm0288830,nm0363753,1917,1912,1911,1899,8.0,117.0,148.0,11.0,F,M,M,M
The Switch,Drama,2010,tt0889573,11609286.614221303,4.7,nm0000098,nm0000867,nm0933940,nm0000156,1969,1969,1973,1952,354.0,311.0,65.0,121.0,F,M,M,M
Tropical Malady,Drama,2004,tt0381668,0.0,4.7,nm1616898,nm1616807,nm1707863,nm1708049,\N,\N,\N,\N,5.0,15.0,1.0,1.0,M,M,M,M
Charlie Chan in Egypt,Drama,1935,tt0026197,0.0,4.6,nm0645941,nm0665518,nm0065288,nm0000028,1879,1910,1909,1918,40.0,9.0,11.0,44.0,M,F,M,F
Run for the Sun,Drama,1956,tt0049696,10886089.822194971,4.7,nm0001847,nm0002145,nm0339452,nm0886870,1914,1913,1924,1911,70.0,89.0,29.0,58.0,M,M,F,M
April Showers,Drama,2009,tt1024882,0.0,4.4,nm0905351,nm0782751,nm2270043,nm0290593,1977,1976,1973,1944,94.0,797.0,2.0,210.0,M,F,M,F
Women Love Diamonds,Drama,1927,tt0018595,0.0,4.5,nm0823299,nm0601698,nm0000859,nm0280201,1901,1884,1878,1873,20.0,97.0,100.0,19.0,F,M,M,F
Attack of the Crab Monsters,Drama,1957,tt0050147,-589909.16641946,4.2,nm0307560,nm0242056,nm0426157,nm0103320,1927,1924,1924,1907,38.0,27.0,83.0,22.0,M,F,M,M
Divided We Fall,Drama,2000,tt0234288,2517126.849734804,4.8,nm0689990,nm0440815,nm0244612,nm0803034,1949,1972,1961,1960,79.0,13.0,25.0,52.0,M,M,M,F
Luckytown,Drama,2000,tt0160495,0.0,4.2,nm0000379,nm0001001,nm0440229,nm0350079,1982,1940,1979,1956,74.0,183.0,130.0,69.0,F,M,M,M
The Prince of Tides,Drama,1991,tt0102713,11609286.614221303,4.8,nm0000659,nm0000560,nm0001100,nm0625075,1942,1941,1943,1950,19.0,109.0,89.0,49.0,F,M,F,F
Flashpoint,Drama,1984,tt0087268,8784646.75976416,4.7,nm0001434,nm0001852,nm0001800,nm0176723,1936,1951,1931,1942,91.0,177.0,94.0,42.0,M,M,M,M
A Scandal in Paris,Drama,1946,tt0038908,0.0,4.6,nm0001695,nm0368516,nm0484808,nm0848667,1906,1915,1919,1899,106.0,49.0,25.0,64.0,M,F,F,M
The Happy Time,Drama,1952,tt0044687,0.0,4.6,nm0000964,nm0431139,nm0402554,nm0237985,1899,1921,1917,1937,122.0,74.0,67.0,21.0,M,M,F,M
Das Boot,Drama,1981,tt0082096,11609286.614221303,5.2,nm0001638,nm0344963,nm0921044,nm0071059,1941,1956,1940,1952,92.0,13.0,83.0,12.0,M,M,M,M
Bolo Raam,Drama,2009,tt1584917,0.0,4.3,nm3767035,nm3766193,nm0464075,nm0700875,1980,\N,1965,1950,16.0,7.0,38.0,162.0,M,F,F,M
Protégé,Drama,2007,tt0841150,0.0,4.7,nm0490489,nm0943079,nm0465503,nm1846368,1961,1974,1970,1980,108.0,78.0,95.0,23.0,M,M,M,F
Sweetie,Drama,1989,tt0098725,0.0,4.6,nm0501501,nm0173254,nm0527954,nm0201377,\N,\N,\N,\N,10.0,2.0,1.0,2.0,F,F,M,M
"Finders Keepers, Lovers Weepers!",Drama,1968,tt0062973,0.0,4.3,nm0152290,nm1059869,nm0922518,nm0572800,\N,\N,1938,1918,2.0,1.0,2.0,5.0,F,M,M,M
Gentleman's Agreement,Drama,1947,tt0039416,-21208167.22657708,6.2,nm0000060,nm0570192,nm0002092,nm0002141,1916,1916,1913,1917,60.0,34.0,28.0,93.0,M,F,M,F
Lemon Tree,Drama,2008,tt1172963,7288307.225283031,4.9,nm0007814,nm2991024,nm1846124,nm0851785,1960,\N,1977,\N,106.0,3.0,43.0,5.0,F,F,M,M
So Long at the Fair,Drama,1950,tt0042980,0.0,4.7,nm0001739,nm0001958,nm0866835,nm0000303,1929,1921,1917,1925,61.0,64.0,31.0,124.0,F,M,M,F
Encore,Drama,1951,tt0044586,0.0,4.6,nm0665902,nm0191745,nm0499315,nm0896094,1912,1900,1904,1896,28.0,44.0,6.0,13.0,M,M,F,M
Tiger Bay,Drama,1959,tt0053361,0.0,4.8,nm0001539,nm0001976,nm0590055,nm0593814,1946,1933,1908,1915,79.0,74.0,163.0,23.0,F,M,M,F
Un étrange voyage,Drama,1981,tt0081679,0.0,4.6,nm0734000,nm0142674,nm0094796,nm0078712,1930,1960,1936,1954,106.0,7.0,1.0,14.0,M,F,F,M
The Vagrant,Drama,1992,tt0105719,-16027986.102862574,4.1,nm0000200,nm0000461,nm0068382,nm0001407,1955,1950,1942,1962,129.0,154.0,37.0,138.0,M,M,M,F
Ride the Pink Horse,Drama,1947,tt0039768,0.0,4.7,nm0599910,nm0327089,nm0376905,nm0454448,1904,1905,1928,1919,50.0,39.0,28.0,24.0,M,M,F,F
The Woman in the Fifth,Drama,2011,tt1605777,0.0,4.3,nm0000160,nm0000218,nm2251846,nm0346363,1970,1960,1982,1967,84.0,98.0,35.0,64.0,M,F,F,M
Fires Within,Drama,1991,tt0101882,0.0,4.2,nm0001751,nm0000627,nm0000352,nm0042757,1955,1960,1959,1946,141.0,75.0,216.0,415.0,M,F,M,M
Before It Had a Name,Drama,2005,tt0439878,-545498.3144868787,3.8,nm0000353,nm1251009,nm0001025,nm0207218,1955,1975,1935,1957,106.0,4.0,84.0,40.0,M,F,M,M
Texas Lightning,Drama,1981,tt0083186,0.0,4.0,nm0593192,nm0593203,nm0566572,nm0419273,1918,1951,1956,1944,203.0,4.0,177.0,40.0,M,M,F,M
By Player,Drama,2000,tt0263963,0.0,4.7,nm0847562,nm0644713,nm0948876,nm0652961,1956,1964,1944,1924,77.0,15.0,9.0,85.0,M,F,F,F
Fun,Drama,1994,tt0109855,0.0,4.6,nm0401945,nm0001860,nm0608632,nm0394012,1975,1975,1959,1965,10.0,116.0,82.0,94.0,F,F,M,F
Carried Away,Drama,1996,tt0115837,0.0,4.5,nm0000454,nm0001388,nm0000504,nm0364915,1936,1953,1971,1925,170.0,37.0,35.0,156.0,M,F,F,F
Prozac Nation,Drama,2001,tt0236640,0.0,4.5,nm0000207,nm0001667,nm0001448,nm0000162,1980,1977,1949,1969,79.0,98.0,53.0,151.0,F,M,F,F
Custom Made 10.30,Drama,2005,tt0494736,0.0,4.6,nm2143297,nm1947415,nm1118888,nm1556537,1984,\N,1983,\N,1.0,1.0,31.0,2.0,F,F,F,F
Lies & Illusions,Drama,2009,tt1202222,-4965636.463640304,3.8,nm0000225,nm0000421,nm1281146,nm0132300,1969,1968,1976,1972,164.0,76.0,5.0,19.0,M,M,F,F
Raja Rani,Drama,1973,tt0206240,0.0,4.4,nm0004435,nm0846616,nm0008932,nm0407002,1942,1944,1909,1920,106.0,64.0,25.0,26.0,M,F,M,M
Wild Grass,Drama,2009,tt1156143,0.0,4.5,nm0244707,nm0044535,nm0175931,nm0222922,1946,1949,1963,1964,178.0,63.0,56.0,67.0,M,F,F,F
December Boys,Drama,2007,tt0465436,-3224823.0311107757,4.5,nm0705356,nm1954240,nm1064987,nm1693309,1989,1986,1992,1993,75.0,59.0,6.0,29.0,M,F,M,M
Walker,Drama,1987,tt0096409,-11548676.718839752,4.4,nm0000438,nm0557956,nm0041281,nm0843775,1950,1948,1940,1952,100.0,72.0,522.0,80.0,M,M,M,M
Miracle Mile,Drama,1988,tt0097889,-3712634.326731027,4.6,nm0000381,nm0001858,nm0000730,nm0359393,1962,1959,1921,1924,230.0,41.0,44.0,3.0,M,F,M,F
Ploy,Drama,2007,tt0993778,-1784795.6585881088,4.6,nm0263594,nm0659927,nm1364216,nm2692610,1982,1971,\N,\N,28.0,27.0,3.0,1.0,M,F,F,M
Wag the Dog,Drama,1997,tt0120885,11609286.614221303,4.9,nm0000163,nm0000134,nm0000162,nm0000437,1937,1943,1969,1961,72.0,116.0,151.0,103.0,M,M,F,M
Funny About Love,Drama,1990,tt0099623,11609286.614221303,4.4,nm0000698,nm0001441,nm0000524,nm0698764,1933,1950,1966,1930,31.0,123.0,46.0,74.0,M,F,F,M
Twists of Fate,Drama,2007,tt1145857,0.0,4.4,nm1655066,nm2848081,nm2847668,nm0296809,1979,1985,1982,1954,5.0,12.0,8.0,135.0,M,F,F,M
The War Within,Drama,2005,tt0414344,0.0,4.6,nm1628370,nm0051479,nm0222138,nm0002004,1970,1966,1967,1966,3.0,4.0,16.0,44.0,M,M,F,F
New York Stories,Drama,1989,tt0097965,-8090401.523833021,4.4,nm0000095,nm0000560,nm0000275,nm0154059,1935,1941,1959,1927,45.0,109.0,117.0,1.0,M,M,F,M
Cast a Dark Shadow,Drama,1955,tt0050233,0.0,4.7,nm0001958,nm0516994,nm0909727,nm0365692,1921,1916,1911,1892,64.0,43.0,34.0,41.0,M,F,F,F
Mooz-lum,Drama,2010,tt1450328,358322.9881199969,4.6,nm1963091,nm0000505,nm0809793,nm0000418,1988,1970,1955,1946,16.0,86.0,33.0,147.0,M,F,M,M
Claire of the Moon,Drama,1992,tt0103977,0.0,4.2,nm0865305,nm0874309,nm0567592,nm0198702,1961,\N,\N,\N,1.0,1.0,1.0,1.0,F,F,F,M
Charlie Chan at the Circus,Drama,1936,tt0027439,0.0,4.6,nm0645941,nm0525601,nm0105422,nm0105423,1879,1904,1911,1917,40.0,79.0,1.0,1.0,M,M,M,F
Danger Route,Drama,1967,tt0062860,0.0,4.3,nm0426062,nm0528595,nm0099054,nm0843401,1927,1942,1943,1934,67.0,61.0,83.0,112.0,M,F,F,F
Christine,Drama,1983,tt0085333,11609286.614221303,4.8,nm0330360,nm0007082,nm0000575,nm0698764,1961,1961,1963,1930,10.0,15.0,59.0,74.0,M,M,F,M
The Murder Game,Drama,1965,tt0059484,0.0,4.4,nm0779429,nm0484762,nm0269123,nm0680317,1928,1933,1927,1925,11.0,10.0,7.0,77.0,M,F,M,M
Fragile,Drama,2006,tt0805532,0.0,5.0,nm1440261,nm2266050,nm2462118,nm0587990,\N,\N,\N,1970,2.0,2.0,3.0,1.0,M,F,M,M
Cause for Alarm!,Drama,1951,tt0043390,0.0,4.5,nm0949835,nm0837959,nm0184840,nm0319357,1913,1912,1919,1897,226.0,191.0,14.0,5.0,F,M,M,F
A Man Vanishes,Drama,1967,tt0062043,0.0,4.7,nm0875503,nm0370570,nm0408076,,1932,\N,1926,,9.0,1.0,1.0,,M,F,M,
Angel's Dance,Drama,1999,tt0159995,0.0,4.5,nm0000902,nm0498247,nm0151419,nm0400606,1954,1967,1965,\N,334.0,40.0,298.0,35.0,M,F,M,M
On the Occasion of Remembering the Turning Gate,Drama,2002,tt0313550,1162540.0797813295,4.7,nm0160876,nm1050757,nm2922803,nm5013381,1973,1973,\N,\N,30.0,170.0,7.0,5.0,F,F,M,F
99 River Street,Drama,1953,tt0045465,0.0,4.7,nm0668361,nm0450810,nm0223290,nm0269709,1912,1916,1917,1905,137.0,31.0,20.0,141.0,M,F,M,M
Alphabet City,Drama,1984,tt0086877,0.0,4.3,nm0001759,nm0935498,nm0894690,nm0000415,\N,1958,1961,1965,42.0,26.0,41.0,98.0,M,M,F,F
Spitfire,Drama,1934,tt0025822,10684083.038605232,4.5,nm0000031,nm0001870,nm0000897,nm0805701,1907,1907,1904,1910,52.0,388.0,245.0,28.0,F,M,M,F
Aakhari Decision,Drama,2010,tt1606162,0.0,4.4,nm3814880,nm3817076,nm1018224,nm0080426,\N,1988,\N,1960,8.0,980.0,693.0,865.0,M,F,M,M
Enter the Dragon,Drama,1973,tt0070034,-53318956.45645646,3.9,nm0000045,nm0768334,nm0446485,nm0135622,1940,1936,1946,1944,37.0,136.0,9.0,17.0,M,M,M,F
Ground Control,Drama,1998,tt0137799,-726147.4362251419,4.4,nm0000662,nm0000494,nm0569226,nm0001785,1966,1969,1950,1969,387.0,191.0,82.0,78.0,M,M,M,F
On Broadway,Drama,2007,tt0796339,0.0,4.4,nm0570771,nm0244630,nm0005282,nm0492566,1972,1980,1966,1954,27.0,96.0,150.0,8.0,M,F,M,M
Patterns,Drama,1956,tt0049601,0.0,4.8,nm0001336,nm0806041,nm0003225,nm0833152,1908,1909,1901,1914,58.0,145.0,53.0,24.0,M,M,M,F
Love Is a Many-Splendored Thing,Drama,1955,tt0048316,11609286.614221303,6.6,nm0000034,nm0428354,nm0857147,nm0255695,1918,1919,1905,1893,68.0,24.0,50.0,33.0,M,F,M,F
Julia,Drama,2008,tt0903627,-5137217.424283663,4.6,nm0842770,nm0007210,nm0215487,nm1952379,1960,1948,1972,1997,82.0,140.0,708.0,5.0,F,M,F,M
A Midnight Clear,Drama,1992,tt0102443,0.0,4.7,nm0000916,nm0001143,nm0343325,nm0000160,1964,1965,\N,1970,64.0,160.0,59.0,84.0,M,M,M,M
Devil in a Blue Dress,Drama,1995,tt0112857,-16870350.035246637,4.3,nm0000243,nm0001744,nm0000884,nm0000332,1954,1961,1963,1964,58.0,180.0,197.0,180.0,M,M,F,M
Anjaneyulu,Drama,2009,tt1579526,0.0,4.2,nm0712433,nm1521381,nm0004469,nm0621937,1968,1984,1944,1958,64.0,78.0,96.0,160.0,M,F,M,M
The Assignment,Drama,1997,tt0118647,490526.8746225729,4.6,nm0001644,nm0000661,nm0001426,nm0274750,1959,1935,1943,\N,190.0,214.0,149.0,37.0,M,M,M,F
Another Day in Paradise,Drama,1998,tt0127722,1505765.4650641584,4.6,nm0000249,nm0000429,nm0440229,nm0906031,1947,1957,1979,1970,115.0,54.0,130.0,23.0,M,F,M,F
Secret Ceremony,Drama,1968,tt0063571,0.0,4.5,nm0000072,nm0000053,nm0001201,nm0001919,1932,1917,1945,1907,54.0,160.0,317.0,28.0,F,M,F,F
Dil Kya Kare,Drama,1999,tt0216707,0.0,4.2,nm0222426,nm0154274,nm0004418,nm0802103,1969,1973,1974,1968,123.0,26.0,47.0,21.0,M,F,F,M
A Guide to Recognizing Your Saints,Drama,2006,tt0473488,2390321.4833252034,4.7,nm0000375,nm0206257,nm0479471,nm0001848,1965,1979,1986,1946,86.0,125.0,100.0,72.0,M,F,M,F
The Day the Earth Stood Still,Drama,1951,tt0043456,5927904.012841091,4.9,nm0719692,nm0623658,nm0549280,nm0415488,1909,1926,1911,1891,106.0,49.0,879.0,84.0,M,F,M,M
Observe and Report,Drama,2009,tt1197628,11609286.614221303,4.6,nm0736622,nm0267506,nm0000501,nm0671567,1982,1976,1954,1976,74.0,192.0,112.0,55.0,M,F,M,M
Rosebud,Drama,1975,tt0073637,0.0,4.3,nm0000564,nm0000277,nm0331054,nm0202405,1932,1923,1936,1903,75.0,81.0,27.0,108.0,M,M,M,M
The One Lamb,Drama,2009,tt1549901,0.0,4.4,nm2584203,nm3707647,nm1865842,nm1219111,1986,\N,\N,\N,48.0,1.0,1.0,2.0,M,F,F,F
The Rains of Ranchipur,Drama,1955,tt0048538,11609286.614221303,4.6,nm0001805,nm0000009,nm0534045,nm0146542,1921,1925,1908,1922,56.0,107.0,245.0,116.0,F,M,M,F
Mighty Joe Young,Drama,1949,tt0041650,-17898149.107455373,4.8,nm0601930,nm0424565,nm0035877,,1929,1918,1890,,49.0,50.0,89.0,,F,M,M,
Pudhiya Paravai,Drama,1964,tt0819841,0.0,4.9,nm0304262,nm0044600,nm1173060,nm0417310,1928,1938,1907,1931,75.0,82.0,15.0,64.0,M,F,M,F
13 Assassins,Drama,2010,tt1436045,11609286.614221303,5.0,nm0945131,nm1303233,nm0410832,nm0768027,1956,1983,1976,1967,85.0,133.0,26.0,92.0,M,M,M,M
